game,comment
Mario Kart Wii,"I think that there is a difference in expectations that the game has to offer. There are really only 11 vehicles that are worth playing (Mach, dolphin, sneakster, quacker, bullet bike, magikruiser, flare runner, spear, jet bubble, wild wing, and flame flyer) all of those have fairly distinct ways that they play. Bullet bike, Mach bike, flare runner are very similar bikes that you can access from any weight class. Magikruiser and dolphin dasher have really good off-road stats and are particularly adept on races with light off-road like beach races, dk mountains, and sherbet land. Weight is a very exaggerated stat in Mario kart wii, so the ability to not rely on wheelies, charge to orange mini turbo, and be able to come out ahead on collisions was a strength of the flame flyer and the wild wing."
Mario Kart Wii,ngl this video has an unbelievable amount of hottakes :/
Mario Kart Wii,The donkey kong texture bug from wii is also present in double dash
Mario Kart Wii,this video was so funny
Mario Kart Wii,Skill Issue the video
Mario Kart Wii,18:16 To be fair. That person had no Points.
Mario Kart Wii,For me personally the biggest problem with Mario Kart Wii is the weight. You can just get hit by a red and then a random player launches you with 1000km/h against the next wall
Mario Kart Wii,"what's up with the mic quality, sounds like you're talking through  a cloth sometimes"
Mario Kart Wii,"I got powed and shook at the wrong time, blued redded, and fell in a tiny gap on maple treeway (wii)"
Mario Kart Wii,The game where there's a character combo that just wins over everything should be forgotten. Death to meta!
Mario Kart Wii,17:40 you can see him lose a point tho
Mario Kart Wii,"8:00 here i noticed, you sound like you have smoke in your throat. Like you take a hit from a shisha or vape and then talk and it gets this dampened sound. it stops sounding like that a minute later, but it returns a few times."
Mario Kart Wii,"Good review, better take than mk7 😭"
Mario Kart Wii,"I never saw any rubber banding in Wii, and saw it as much more prevalent in previous entries. SMK, 64, and DS have much worse rubber banding from what I've seen. The issue of the pack being too tight is an issue, however. The battle mode is underwhelming, yes. I would say the roster in Wii is probably one of the best, considering 8's has several clone characters that no one asked for, while Wii's only issue is Baby Daisy and as mentioned, the character stats. Wii also has some of the best tracks in the series, as mentioned."
Mario Kart Wii,"17:45 OK, THAT'S not true, look at your footage. The SECOND you got hit with your last Balloon, your team lost a point!!"
Mario Kart Wii,6:36 actually once you unlock the ability to put any character in any kart it becomes plain to see that the stats are all in the karts and the characters are only distinguished by weight class
Mario Kart Wii,"Mariokart Wii was my first. Once I realized (with emulators) that I didn’t need gyro to steer, I loved it. After that I played through mk7 which was awesome. I loved like all of them and playing it on the bus with tons of friends. Mk8 felt like a downgrade but once the deluxe fixed the problem of holding an item and getting another, that became the best. But I miss coconut mall which was in Wii and 7"
Mario Kart Wii,I’ve always felt like everything on Mario Kart Wii looked like it was made of plastic
Mario Kart Wii,Once I realised you could steer with the joystick on a nunchuck the game wasn't so bad anymore. Motion controls are garbage.
Mario Kart Wii,Skill issue
Mario Kart Wii,Actually if you loose all of your balloons you team looses a point so say you had 2 point now you are at 1 soooo yea that is wrong but I get where you are coming from
Mario Kart Wii,'Hard to talk about the WiFi'?
Mario Kart Wii,you lose 1point from the total points wjen you lose all your balloons!
Mario Kart Wii,Watching wario turn on maximum overdrive at 12:28 is RIDICULOUSLY FUNNY
Mario Kart Wii,Definitely agree with the blue shell comment. I remember getting blue shelled THIRTEEN times on Bowser Castle 3 and coming second after the final one hit me before the finish line
Mario Kart Wii,I'm not gonna lie mario kart wii is a great game but it's really overrated.
Mario Kart Wii,"I know people talk about “nostalgia blindness”, but wouldn’t there also be “new game renders old game obsolete… blindness” too?"
Mario Kart Wii,24:22 the third demographic is speedrunners
Mario Kart Wii,What's the difference between inside and outside drifting bikes?
Mario Kart Wii,"Can you make a video on Tour? I've never played it, so I'd be interested in hearing about it."
Mario Kart Wii,"I agree with you that there is a balancing problem with this game, (I mean fans have created this game from the ground up in order to make it more balanced) however I don't believe that the way mario kart 8 tried to balance it is the solution. This is because 8s way of balancing bikes was to strip them of there originality. You can no longer wheelie and inside drift, a fun addition from wii that could have been balanced to be more fair, was dumped for this weird feeling hybrid drift which made karts the better pick. So instead of trying to fix the problem, they just avoided it which wasn't a smart move, and the reason why some fans still play wii over 8"
Mario Kart Wii,"I agree with you that the drifting change was a spit in the face to series veterans and made bikes a better pick, however I feel like it wasn't as bad as people made it out to be. It was because of this we got advanced techniques like speed preservation and delayed drifting which made competitive wii feel more unique than most other mario kart games"
Mario Kart Wii,"As someone who grew up with wii here is my personal opinion on this video. When it comes to the items I agree with you. I find the shake dodge terrible and mega mushroom to be a worst star. However with the thundercloud, if it wasn't for the immediate activation it could have been a good item. You get it around 4th or 5th place which motivates you to hit people who are about to take top 3, messing up the top racers and giving racers at the back to catch up. I  agree with your point that the blooper but I feel like its not that effective in wii because the ink would be more efficient if it clouded one area on the screen because in wii you can still see the track"
Mario Kart Wii,"Imagine this: you get three stars on every 200, 150, 100 and 50cc on all of Mario Kart 8 Deluxe’s Booster Course Pass cups.
The game, as usual, sends you back to the title screen. You start up a new race…. and there he is; in all his groovy glory: _Funky Kong_

There honestly would not be a better reward for 100%ing the DLC cups than him."
Mario Kart Wii,"I actually just love the physics engine for MKWii. I love 8 and 8 Deluxe but Wii’s physics engine is just in a tier of its own imho. There’s just something about the crazy jumps, camera angles, and tricks in MKWii that makes it so much more fun than any other MK game. I mean 8 and 8D are fun but I still far prefer Wii’s physics. And the half pipes or whatever they’re called (the blue ramps) that you can just go up and jump into the air with were a lot of fun imo. I hope they make a game that has very similar physics to this game one day."
Mario Kart Wii,This is crazy I’m about to buy a Wii thanks for the review I’m still considering buying this game for my kid
Mario Kart Wii,"""Mario Kart seems to have this unspoken rule where if an item is in two consecutive titles, it then becomes a mainstay.""
Rip fake item box 😔"
Mario Kart Wii,"I gave no intention to be mean, but I'm halfway through the video and it just sounds like you need to get better, really no intention of shitting on you"
Mario Kart Wii,Wii was way better from an itemmanagement position because it gives items based on which place you are and not distance to leader. Its realy easy to build a huge lead in mkwii and only have to bother about 2-3 blues.
Mario Kart Wii,Are you really going to sit there with a straight face and tell me that Mario Kart Super Circuit has better handling than Mario Kart 64?
Mario Kart Wii,Thanks for this review!
Mario Kart Wii,As a casual Mario Kart gamer I loved this game! It plays great and looks spectacular for a Wii game!
Mario Kart Wii,"Even though it’s one of my favorite Mario kart Some of his complaints do make sense. I thing the game being very chaotic and hard is fun, like the old Mario party games. This could be bias though because I grew up on this game and double dash."
Mario Kart Wii,I remember one time me and my brother were playing this game and he got hit by like 2 or three blue shells in the span of 5 seconds
Mario Kart Wii,"Excellent review. I am really bothered by people who are diehard fans of this game. I have a really similar experience to yours. Years ago, I 100%'d this game and also never vowed to do it again. I probably spent thousands upon thousands of hours on this game. Looking back on it, it leaves a sour taste in my mouth, and I don't quite have a wish to play it again from scratch. It's such a massively unbalanced mess. I think snaking and all that does not even come close to how unbalanced and chaotic this game is."
Mario Kart Wii,You deserve way more subs than you have like the quality is so good
Mario Kart Wii,"Hey Gaming Pastime, you didn't review Mario Kart 7 on the 3DS?"
